Observation, Year, Month, Day, Date, Latitude, Longitude, Zonal Winds, Meridional Winds, Humidity, Air Temp, Sea Surface Temp
375,81,7,28,810728,-0.04,-109.66,-6,2.9,.,21.51,21.51
376,81,7,29,810729,-0.04,-109.66,-5.2,1.9,.,21.03,20.95
377,81,7,30,810730,-0.04,-109.66,-3.3,0.4,.,20.72,20.56
378,81,7,31,810731,-0.04,-109.66,-4.5,0.8,.,20.51,20.41
379,81,8,1,810801,-0.04,-109.66,-5,0.7,.,20.29,20.08
380,81,8,2,810802,-0.04,-109.66,-3.9,0.1,.,20.11,19.98
381,81,8,3,810803,-0.04,-109.66,-1.6,0.3,.,20.36,20.12
382,81,8,4,810804,-0.04,-109.66,-2.8,2.3,.,20.51,20.32
383,81,8,5,810805,-0.04,-109.66,-2.2,1.3,.,20.52,20.35
384,81,8,6,810806,-0.04,-109.66,-3.2,1.7,.,20.55,20.48
385,81,8,7,810807,-0.04,-109.66,-4.6,0.8,.,20.34,20.38
386,81,8,8,810808,-0.04,-109.66,-4.6,-0.6,.,20.21,20.28
387,81,8,9,810809,-0.04,-109.66,-5.4,0.7,.,20.2,20.31
388,81,8,10,810810,-0.04,-109.66,-6.4,1.3,.,20.07,19.7
389,81,8,11,810811,-0.04,-109.66,-3.9,0.4,.,19.93,19.67
390,81,8,12,810812,-0.04,-109.66,-2.2,0.6,.,20.14,20.36
391,81,8,13,810813,-0.04,-109.66,-3.6,2,.,20.74,20.81
392,81,8,14,810814,-0.04,-109.66,-2.9,0.8,.,20.87,21.12
393,81,8,15,810815,-0.04,-109.66,-6.1,1.3,.,21.17,21.1
394,81,8,16,810816,-0.04,-109.66,-5.9,0.6,.,20.68,21.11
395,81,8,17,810817,-0.04,-109.66,-5.1,0.1,.,20.45,20.89
396,81,8,18,810818,-0.04,-109.66,-5.3,0.7,.,20.59,20.66
397,81,8,19,810819,-0.04,-109.66,-5.7,2.1,.,20.92,21.36
398,81,8,20,810820,-0.04,-109.66,-5,2.6,.,21.44,.
399,81,8,21,810821,-0.04,-109.66,-7.2,3,.,22.12,.
400,81,8,22,810822,-0.04,-109.66,-7.5,1.8,.,21.5,.
401,81,8,23,810823,-0.04,-109.66,-4.5,1.8,.,21.55,.
402,81,8,24,810824,-0.04,-109.66,-1.1,2.8,.,22.12,.
403,81,8,25,810825,-0.04,-109.66,-2.6,4.5,.,22.71,.
404,81,8,26,810826,-0.04,-109.66,-5.2,4.2,.,22.68,.
405,81,8,27,810827,-0.04,-109.66,-6,1.9,.,21.81,.
406,81,8,28,810828,-0.04,-109.66,-5.2,0.1,.,21.64,.
407,81,8,29,810829,-0.04,-109.66,-6.8,1.1,.,21.51,.
408,81,8,30,810830,-0.04,-109.66,-5.7,1.4,.,21.3,.
409,81,8,31,810831,-0.04,-109.66,-4,1.9,.,21.51,.
410,81,9,1,810901,-0.04,-109.66,-4.4,1.3,.,21.68,.
411,81,9,2,810902,-0.04,-109.66,-6.1,2.6,.,21.59,.
412,81,9,3,810903,-0.04,-109.66,-5.7,3.2,.,21.58,.
413,81,9,4,810904,-0.04,-109.66,-5.7,3.3,.,21.63,.
414,81,9,5,810905,-0.04,-109.66,-5.9,3.7,.,21.67,.
415,81,9,6,810906,-0.04,-109.66,-5.2,2.6,.,21.5,.
416,81,9,7,810907,-0.04,-109.66,-5.9,5.1,.,21.62,.
417,81,9,8,810908,-0.04,-109.66,-6.9,3.2,.,21.42,.
418,81,9,9,810909,-0.04,-109.66,-5.1,2.2,.,21.33,.
419,81,9,10,810910,-0.04,-109.66,-4.8,3.2,.,21.26,.
420,81,9,11,810911,-0.04,-109.66,-5.6,4.2,.,21.78,.
421,81,9,12,810912,-0.04,-109.66,-6.2,3.7,.,21.66,.
422,81,9,13,810913,-0.04,-109.66,-6.6,3.2,.,21.43,.
423,81,9,14,810914,-0.04,-109.66,-5.7,2.2,.,21.43,.
424,81,9,15,810915,-0.04,-109.66,-4.1,3.8,.,21.85,.
425,81,9,16,810916,-0.04,-109.66,-5.1,4.2,.,22.07,.
426,81,9,17,810917,-0.04,-109.66,-6.9,2.9,.,22.15,.
427,81,9,18,810918,-0.04,-109.66,-6.6,2.8,.,22.02,.
428,81,9,19,810919,-0.04,-109.66,-6.7,2.3,.,21.95,.
429,81,9,20,810920,-0.04,-109.66,-5.4,4.6,.,21.91,.
430,81,9,21,810921,-0.04,-109.66,-5.6,5.7,.,22.29,.
431,81,9,22,810922,-0.04,-109.66,-5,5.7,.,22.09,.
432,81,9,23,810923,-0.04,-109.66,-4.2,3.4,.,21.6,.
433,81,9,24,810924,-0.04,-109.66,-2.9,3.9,.,21.33,.
434,81,9,25,810925,-0.04,-109.66,-3.2,3.8,.,21.3,.
435,81,9,26,810926,-0.04,-109.66,-4.6,4.7,.,21.61,.
436,81,9,27,810927,-0.04,-109.66,-5.3,4.4,.,21.97,.
437,81,9,28,810928,-0.04,-109.66,-4.9,3.2,.,22.1,.
438,81,9,29,810929,-0.04,-109.66,-5.4,4.2,.,22.05,.
439,81,9,30,810930,-0.04,-109.66,-4.7,3.3,.,22.08,.
440,81,10,1,811001,-0.04,-109.66,-4.5,4.3,.,21.93,.
441,81,10,2,811002,-0.04,-109.66,-3.5,3.6,.,22.14,.
442,81,10,3,811003,-0.04,-109.66,-4.5,4.1,.,22.01,.
443,81,10,4,811004,-0.04,-109.66,-6,4.7,.,22.21,.
444,81,10,5,811005,-0.04,-109.66,-6.6,3.4,.,22.17,.
445,81,10,6,811006,-0.04,-109.66,-6.6,3.8,.,22.37,.
446,81,10,7,811007,-0.04,-109.66,-5.5,4.5,.,22.5,.
447,81,10,8,811008,-0.04,-109.66,-5.6,4.5,.,22.55,.
448,81,10,9,811009,-0.04,-109.66,-7.9,3.6,.,22.36,.
449,81,10,10,811010,-0.04,-109.66,-7.5,2.7,.,22.08,.
450,81,10,11,811011,-0.04,-109.66,-6.8,3.1,.,21.99,.
451,81,10,12,811012,-0.04,-109.66,-4.9,2.5,.,21.89,.
452,81,10,13,811013,-0.04,-109.66,-4.7,3,.,21.58,.
453,81,10,14,811014,-0.04,-109.66,-4.1,4.2,.,21.43,.
454,81,10,15,811015,-0.04,-109.66,-3.9,2.9,.,21.21,.
455,81,10,16,811016,-0.04,-109.66,-4.8,1.9,.,21.27,.
456,81,10,17,811017,-0.04,-109.66,-4.7,1.8,.,21.44,.
457,81,10,18,811018,-0.04,-109.66,-4.7,3.8,.,21.89,.
458,81,10,19,811019,-0.04,-109.66,-5.4,2.1,.,21.85,.
459,81,10,20,811020,-0.04,-109.66,-5,4,.,22.32,.
460,81,10,21,811021,-0.04,-109.66,-4.8,5.9,.,22.8,.
461,81,10,22,811022,-0.04,-109.66,-4.3,5.8,.,23.16,.
462,81,10,23,811023,-0.04,-109.66,-5.3,4.1,.,22.78,.
463,81,10,24,811024,-0.04,-109.66,-5,3.8,.,22.46,.
464,81,10,25,811025,-0.04,-109.66,-4.5,4.8,.,22.44,.
465,81,10,26,811026,-0.04,-109.66,-5.8,2.9,.,22.18,.
466,81,10,27,811027,-0.04,-109.66,-6.3,4.2,.,22.21,.
467,81,10,28,811028,-0.04,-109.66,-5.8,4.2,.,22.53,.
468,81,10,29,811029,-0.04,-109.66,-5.7,4,.,22.8,.
469,81,10,30,811030,0,-110,-5.3,3.4,.,22.65,.
470,81,10,31,811031,0,-110,-4.9,2.9,.,22.49,.
471,81,11,1,811101,0.03,-109.49,-4.5,1.6,.,21.74,21.52
472,81,11,2,811102,0.03,-109.49,-3.4,3.5,.,21.74,21.57
473,81,11,3,811103,0.03,-109.49,-3.3,3.2,.,21.92,21.86
474,81,11,4,811104,0.03,-109.49,-5.1,3.1,.,21.88,21.86
475,81,11,5,811105,0.03,-109.49,-5.4,1.7,.,21.79,21.69
476,81,11,6,811106,0.03,-109.49,-6.1,2,.,21.56,21.61
477,81,11,7,811107,0.03,-109.49,-5.7,2.1,.,21.49,21.53
478,81,11,8,811108,0.03,-109.49,-4,2.9,.,21.33,21.3
479,81,11,9,811109,0.03,-109.49,-4.2,2.7,.,21.88,21.65
480,81,11,10,811110,0.03,-109.49,-4.2,2.5,.,22.42,22.56
481,81,11,11,811111,0.03,-109.49,-3.5,3.8,.,22.66,23.13
482,81,11,12,811112,0.03,-109.49,-3.9,3.2,.,22.84,23.21
483,81,11,13,811113,0.03,-109.49,-4.6,4.2,.,22.93,23.59
484,81,11,14,811114,0.03,-109.49,-4.8,3.1,.,22.89,24.08
485,81,11,15,811115,0.03,-109.49,-4.1,3.8,.,22.88,23.34
486,81,11,16,811116,0.03,-109.49,-4.3,4.8,.,22.89,23.47
487,81,11,17,811117,0.03,-109.49,-2.7,3.5,.,22.56,.
488,81,11,18,811118,0.03,-109.49,-1.7,4.6,.,22.35,.
489,81,11,19,811119,0.03,-109.49,-2.8,4.3,.,22.74,.
490,81,11,20,811120,0.03,-109.49,-3.5,3.6,.,22.57,.
491,81,11,21,811121,0.03,-109.49,-5.3,0.9,.,22.28,.
492,81,11,22,811122,0.03,-109.49,-5.2,2.4,.,21.91,.
493,81,11,23,811123,0.03,-109.49,-3.9,2.5,.,22.06,.
494,81,11,24,811124,0.03,-109.49,-3.9,2.5,.,22.17,.
495,81,11,25,811125,0.03,-109.49,-3.7,2.8,.,22.23,.
496,81,11,26,811126,0.03,-109.49,-2.9,3.1,.,22.02,.
497,81,11,27,811127,0.03,-109.49,-2.5,4,.,22.61,.
498,81,11,28,811128,0.03,-109.49,-3.8,3.4,.,22.65,.
499,81,11,29,811129,0.03,-109.49,-5.8,2.9,.,22.41,.
500,81,11,30,811130,0.03,-109.49,-4.1,2,.,22.3,.
501,81,12,1,811201,0.03,-109.49,-3.7,3.9,.,22.5,.
502,81,12,2,811202,0.03,-109.49,-4.8,3.2,.,22.43,.
503,81,12,3,811203,0.03,-109.49,-5.6,2,.,22.56,.
504,81,12,4,811204,0.03,-109.49,-4.6,3.1,.,22.5,.
505,81,12,5,811205,0.03,-109.49,-5.3,3.7,.,22.78,.
506,81,12,6,811206,0.03,-109.49,-5.2,4.4,.,23.13,.
507,81,12,7,811207,0.03,-109.49,-5.6,4.1,.,23.1,.
508,81,12,8,811208,0.03,-109.49,-5.3,4.8,.,22.77,.
509,81,12,9,811209,0.03,-109.49,-4.1,2,.,22.51,.
510,81,12,10,811210,0.03,-109.49,-3.7,1.5,.,22.39,.
511,81,12,11,811211,0.03,-109.49,-2.9,3.8,.,22.25,.
512,81,12,12,811212,0.03,-109.49,-2.8,3.1,.,22.16,.
513,81,12,13,811213,0.03,-109.49,-1.6,2.5,.,22.23,.
514,81,12,14,811214,0.03,-109.49,-0.9,3,.,22.3,.
515,81,12,15,811215,0.03,-109.49,-1.4,3.8,.,22.69,.
516,81,12,16,811216,0.03,-109.49,-1.2,3.3,.,22.98,.
517,81,12,17,811217,0.03,-109.49,-1.1,2.8,.,23.38,.
518,81,12,18,811218,0.03,-109.49,0.2,3.5,.,23.55,.
519,81,12,19,811219,0.03,-109.49,-1.6,3.6,.,23.45,.
520,81,12,20,811220,0.03,-109.49,-1,3.2,.,23.6,.
521,81,12,21,811221,0.03,-109.49,-3.7,4.3,.,23.78,.
522,81,12,22,811222,0.03,-109.49,-3.7,4.4,.,23.55,.
523,81,12,23,811223,0.03,-109.49,-2.3,3.2,.,23.49,.
524,81,12,24,811224,0.03,-109.49,-1.4,2.3,.,23.59,.
525,81,12,25,811225,0.03,-109.49,-3.7,4.4,.,23.6,.
526,81,12,26,811226,0.03,-109.49,-3.9,3.7,.,23.21,.
527,81,12,27,811227,0.03,-109.49,-3.5,3.9,.,23.34,.
528,81,12,28,811228,0.03,-109.49,-3.4,3.3,.,23.51,.
529,81,12,29,811229,0.03,-109.49,-3.9,3.6,.,23.79,.
530,81,12,30,811230,0.03,-109.49,-4.4,4.9,.,23.95,.
531,81,12,31,811231,0.03,-109.49,-4.3,4.5,.,23.71,.
532,82,1,1,820101,0.03,-109.49,-2.2,3.9,.,23.7,.
533,82,1,2,820102,0.03,-109.49,-0.9,3.9,.,23.51,.
534,82,1,3,820103,0.03,-109.49,-0.3,3.1,.,23.55,.
535,82,1,4,820104,0.03,-109.49,-1.9,3.2,.,23.44,.
536,82,1,5,820105,0.03,-109.49,-3.2,1.8,.,23.43,.
537,82,1,6,820106,0.03,-109.49,-2.5,1.7,.,23.4,.
538,82,1,7,820107,0.03,-109.49,-1.9,3.1,.,23.59,.
539,82,1,8,820108,0.03,-109.49,-2.2,2.8,.,23.43,.
540,82,1,9,820109,0.03,-109.49,-2.4,3.6,.,23.43,.
541,82,1,10,820110,0.03,-109.49,-2.1,2.1,.,23.41,.
542,82,1,11,820111,0.03,-109.49,-2,2,.,23.86,.
543,82,1,12,820112,0.03,-109.49,-4.8,3,.,23.86,.
544,82,1,13,820113,0.03,-109.49,-3.3,3.2,.,23.99,.
545,82,1,14,820114,0.03,-109.49,-3.5,4.2,.,23.88,.
546,82,1,15,820115,0.03,-109.49,-3.7,3.7,.,23.89,.
547,82,1,16,820116,0.03,-109.49,-4.7,2.6,.,23.67,.
548,82,1,17,820117,0.03,-109.49,-4.9,3.5,.,23.54,.
549,82,1,18,820118,0.03,-109.49,-3,2.9,.,23.34,.
550,82,1,19,820119,0.03,-109.49,-2.8,2.8,.,23.7,.
551,82,1,20,820120,0.03,-109.49,-2.9,3,.,23.6,.
552,82,1,21,820121,0.03,-109.49,-3,3.3,.,23.65,.
553,82,1,22,820122,0.03,-109.49,-2,3.4,.,23.76,.
554,82,1,23,820123,0.03,-109.49,-2.5,2.9,.,23.76,.
555,82,1,24,820124,0.03,-109.49,-2.5,1.9,.,23.69,.
556,82,1,25,820125,0.03,-109.49,-1.8,2.8,.,23.75,.
557,82,1,26,820126,0.03,-109.49,-2.2,3.1,.,24.1,.
558,82,1,27,820127,0.03,-109.49,-4.3,2.9,.,24.01,.
559,82,1,28,820128,0.03,-109.49,-1.9,1.3,.,23.96,.
560,82,1,29,820129,0.03,-109.49,-3.2,2.8,.,24.02,.
561,82,1,30,820130,0.03,-109.49,-3,2.9,.,24.07,.
562,82,1,31,820131,0.03,-109.49,-3.4,3.3,.,24.1,.
563,82,2,1,820201,0.03,-109.49,-3.6,4,.,24.28,.
564,82,2,2,820202,0.03,-109.49,-3.5,2.6,.,24.14,.
565,82,2,3,820203,0.03,-109.49,-3,1.4,.,24.18,.
566,82,2,4,820204,0.03,-109.49,-3.5,2.7,.,24.37,.
567,82,2,5,820205,0.03,-109.49,-4.3,2.5,.,24.53,.
568,82,2,6,820206,0.03,-109.49,-4.3,2.3,.,24.64,.
569,82,2,7,820207,0.03,-109.49,-4.7,3,.,25.17,.
570,82,2,8,820208,0.03,-109.49,-5.1,3.3,.,25.54,.
571,82,2,9,820209,0.03,-109.49,-4.2,3.4,.,25.47,.
572,82,2,10,820210,0.03,-109.49,-4.3,3.3,.,25.03,.
573,82,2,11,820211,0.03,-109.49,-3.3,2.3,.,24.71,.
574,82,2,12,820212,0.03,-109.49,-0.5,0.9,.,25.13,.
575,82,2,13,820213,0.03,-109.49,0.9,3.6,.,25.06,.
576,82,2,14,820214,0.03,-109.49,1.1,3.7,.,24.62,.
577,82,2,15,820215,0.03,-109.49,0.1,3.2,.,24.78,.
578,82,2,16,820216,0.03,-109.49,0.5,3,.,24.47,.
579,82,2,17,820217,0.03,-109.49,-0.4,5.3,.,24.47,.
580,82,2,18,820218,0.03,-109.49,1.2,3,.,24.76,.
581,82,2,19,820219,0.03,-109.49,0.5,2.5,.,25.21,.
582,82,2,20,820220,0.03,-109.49,-2.6,2.5,.,25.4,.
583,82,2,21,820221,0.03,-109.49,-3.6,2.1,.,25.45,.
584,82,2,22,820222,0.03,-109.49,-3.7,2.5,.,25.36,.
585,82,2,23,820223,0.03,-109.49,-2.2,3.7,.,25.44,.
586,82,2,24,820224,0.03,-109.49,-2,2.5,.,25.5,.
587,82,2,25,820225,0.03,-109.49,-1.4,1.6,.,25.91,.
588,82,2,26,820226,0.03,-109.49,-3,3.3,.,26.47,.
589,82,2,27,820227,0.03,-109.49,-2.4,3,.,26.11,.
590,82,2,28,820228,0.03,-109.49,-3.7,2.5,.,25.52,.
591,82,3,1,820301,0.03,-109.49,-2.5,2.7,.,25.34,.
592,82,3,2,820302,0.03,-109.49,-4.2,2.6,.,26.02,.
593,82,3,3,820303,0.03,-109.49,-4.6,0.7,.,25.91,.
594,82,3,4,820304,0.03,-109.49,-3.8,0.7,.,25.92,.
595,82,3,5,820305,0.03,-109.49,-2.9,2.4,.,25.93,.
596,82,3,6,820306,0.03,-109.49,0.4,2.5,.,26.17,.
597,82,3,7,820307,0.03,-109.49,-0.3,3.2,.,25.93,.
598,82,3,8,820308,0.03,-109.49,0.4,3.3,.,25.78,.
599,82,3,9,820309,0.03,-109.49,-2.6,2.9,.,24.96,.
600,82,3,10,820310,0.03,-109.49,-2.5,1.8,.,25.02,.
601,82,3,11,820311,0.03,-109.49,-2.1,0.6,.,25.45,.
602,82,3,12,820312,0.03,-109.49,-3.9,-0.1,.,25.95,.
603,82,3,13,820313,0.03,-109.49,-4.3,-0.2,.,25.46,.
604,82,3,14,820314,0.03,-109.49,-4.2,0.8,.,25.28,.
605,82,3,15,820315,0.03,-109.49,-3.7,1.5,.,25.04,.
606,82,10,27,821027,0.04,-109.22,-4.5,5.9,.,25.98,26.46
607,82,10,28,821028,0.04,-109.22,-2.6,7,.,25.99,26.48
608,82,10,29,821029,0.04,-109.22,-2.5,7.3,.,25.98,26.48
609,82,10,30,821030,0.04,-109.22,-4.6,5.7,.,25.89,26.48
610,82,10,31,821031,0.04,-109.22,-4.2,4.4,.,25.91,26.38
611,82,11,1,821101,0.04,-109.22,-3.9,4.9,.,25.91,26.26
612,82,11,2,821102,0.04,-109.22,-3.4,6.4,.,25.86,26.26
613,82,11,3,821103,0.04,-109.22,-2.6,5.6,.,25.9,26.33
614,82,11,4,821104,0.04,-109.22,-2.6,4.7,.,25.7,26.4
615,82,11,5,821105,0.04,-109.22,-4.1,4.5,.,25.95,26.47
616,82,11,6,821106,0.04,-109.22,-4.4,5.2,.,25.97,26.46
617,82,11,7,821107,0.04,-109.22,-4,6,.,26.01,26.41
618,82,11,8,821108,0.04,-109.22,-3.7,5.5,.,25.9,26.37
619,82,11,9,821109,0.04,-109.22,-1.5,4.2,.,25.91,26.44
620,82,11,10,821110,0.04,-109.22,-1.2,5.8,.,26.06,26.45
621,82,11,11,821111,0.04,-109.22,-3.8,6.2,.,25.57,26.43
622,82,11,12,821112,0.04,-109.22,-5.8,5.8,.,26.05,26.39
623,82,11,13,821113,0.04,-109.22,-6.5,4.1,.,26.23,26.42
624,82,11,14,821114,0.04,-109.22,-6,4.2,.,26.29,26.48
625,82,11,15,821115,0.04,-109.22,-3.7,6,.,26.19,26.51
626,82,11,16,821116,0.04,-109.22,-1.7,5.3,.,26.01,26.53
627,82,11,17,821117,0.04,-109.22,-1.2,5.5,.,26.04,26.55
628,82,11,18,821118,0.04,-109.22,-0.9,5.6,.,26.06,26.56
629,82,11,19,821119,0.04,-109.22,-2.8,4.9,.,26.16,26.68
630,82,11,20,821120,0.04,-109.22,-1.9,4.7,.,26.09,26.77
631,82,11,21,821121,0.04,-109.22,-4.5,4.3,.,25.66,26.74
632,82,11,22,821122,0.04,-109.22,-3,5.4,.,26.32,26.74
633,82,11,23,821123,0.04,-109.22,-0.5,3.2,.,26.38,26.96
634,82,11,24,821124,0.04,-109.22,-0.3,3.5,.,26.39,27.07
635,82,11,25,821125,0.04,-109.22,-2.5,4.7,.,26.57,26.99
636,82,11,26,821126,0.04,-109.22,-2.8,4.6,.,26.43,26.96
637,82,11,27,821127,0.04,-109.22,-5.3,2.2,.,26.04,26.97
638,82,11,28,821128,0.04,-109.22,-4.9,3.4,.,26.25,27.04
639,82,11,29,821129,0.04,-109.22,-4.7,4.6,.,26.58,27.12
640,82,11,30,821130,0.04,-109.22,-4.9,4.4,.,26.89,27.1
641,82,12,1,821201,0.04,-109.22,-5.1,2.8,.,26.57,27.05
642,82,12,2,821202,0.04,-109.22,-5,3.1,.,26.55,26.95
643,82,12,3,821203,0.04,-109.22,-4.9,3.9,.,26.59,26.87
644,82,12,4,821204,0.04,-109.22,-5,4.1,.,26.65,26.91
645,82,12,5,821205,0.04,-109.22,-3.7,3.7,.,26.62,27.04
646,82,12,6,821206,0.04,-109.22,-2,4.9,.,26.79,27.11
647,82,12,7,821207,0.04,-109.22,0.2,5.1,.,26.51,27.17
648,82,12,8,821208,0.04,-109.22,-1,6,.,26.85,27.3
649,82,12,9,821209,0.04,-109.22,-1.7,5.5,.,26.78,27.37
650,82,12,10,821210,0.04,-109.22,-3.6,2.8,.,26.78,27.39
651,82,12,11,821211,0.04,-109.22,-2.2,5.8,.,26.79,27.44
652,82,12,12,821212,0.04,-109.22,-2.1,6.2,.,26.84,27.43
653,82,12,13,821213,0.04,-109.22,-3.3,6,.,27.1,27.42
654,82,12,14,821214,0.04,-109.22,-2.7,4.3,.,27.12,27.51
655,82,12,15,821215,0.04,-109.22,-2.1,5.6,.,27.19,27.54
656,82,12,16,821216,0.04,-109.22,-1.7,5.1,.,27.15,27.57
657,82,12,17,821217,0.04,-109.22,-2.3,1.1,.,25.76,27.55
658,82,12,18,821218,0.04,-109.22,-1.9,3.4,.,26.29,27.56
659,82,12,19,821219,0.04,-109.22,-3.6,4.3,.,26.59,27.59
660,82,12,20,821220,0.04,-109.22,.,.,.,27.01,27.6
661,82,12,21,821221,0.04,-109.22,.,.,.,27.02,27.66
662,82,12,22,821222,0.04,-109.22,.,.,.,27.24,27.76
663,82,12,23,821223,0.04,-109.22,.,.,.,26.79,27.83
664,82,12,24,821224,0.04,-109.22,.,.,.,27.08,27.93
665,82,12,25,821225,0.04,-109.22,.,.,.,27.5,27.96
666,82,12,26,821226,0.04,-109.22,.,.,.,27.28,27.88
667,82,12,27,821227,0.04,-109.22,.,.,.,27.37,27.93
668,82,12,28,821228,0.04,-109.22,.,.,.,26.99,27.9
669,82,12,29,821229,0.04,-109.22,.,.,.,26.56,27.8
670,82,12,30,821230,0.04,-109.22,.,.,.,26.33,27.96
671,82,12,31,821231,0.04,-109.22,.,.,.,27.37,28.19
672,83,1,1,830101,0.04,-109.22,.,.,.,27.51,28.09
673,83,1,2,830102,0.04,-109.22,.,.,.,27.42,28.07
674,83,1,3,830103,0.04,-109.22,.,.,.,27.74,28.03
675,83,1,4,830104,0.04,-109.22,.,.,.,26.79,27.98
676,83,1,5,830105,0.04,-109.22,.,.,.,27.33,28
677,83,1,6,830106,0.04,-109.22,.,.,.,27.57,28.15
678,83,1,7,830107,0.04,-109.22,.,.,.,27.3,28.13
679,83,1,8,830108,0.04,-109.22,.,.,.,27.74,28.06
680,83,1,9,830109,0.04,-109.22,.,.,.,27.68,28.06
681,83,1,10,830110,0.04,-109.22,.,.,.,27.62,28.11
682,83,1,11,830111,0.04,-109.22,.,.,.,27.76,28.2
683,83,1,12,830112,0.04,-109.22,.,.,.,27.85,28.23
684,83,1,13,830113,0.04,-109.22,.,.,.,27.38,28.24
685,83,1,14,830114,0.04,-109.22,.,.,.,27.7,28.21
686,83,1,15,830115,0.04,-109.22,.,.,.,27.24,28.15
687,83,1,16,830116,0.04,-109.22,.,.,.,27.17,28.16
688,83,1,17,830117,0.04,-109.22,.,.,.,27.9,28.23
689,83,1,18,830118,0.04,-109.22,.,.,.,27.82,28.18
690,83,1,19,830119,0.04,-109.22,.,.,.,27.61,28.15
691,83,1,20,830120,0.04,-109.22,.,.,.,27.57,28.12
692,83,1,21,830121,0.04,-109.22,.,.,.,26.85,28.24
693,83,1,22,830122,0.04,-109.22,.,.,.,27.03,28.25
694,83,1,23,830123,0.04,-109.22,.,.,.,26.53,28.01
695,83,1,24,830124,0.04,-109.22,.,.,.,26.8,28
696,83,1,25,830125,0.04,-109.22,.,.,.,25.89,27.94
697,83,1,26,830126,0.04,-109.22,.,.,.,26.07,27.72
698,83,1,27,830127,0.04,-109.22,.,.,.,27.23,28.14
699,83,1,28,830128,0.04,-109.22,.,.,.,26.36,28.2
700,83,1,29,830129,0.04,-109.22,.,.,.,27.52,28.11
701,83,1,30,830130,0.04,-109.22,.,.,.,27.57,28.03
702,83,1,31,830131,0.04,-109.22,.,.,.,27.32,28.04
703,83,2,1,830201,0.04,-109.22,.,.,.,26.15,28.17
704,83,2,2,830202,0.04,-109.22,.,.,.,25.84,28.18
705,83,2,3,830203,0.04,-109.22,.,.,.,24.95,27.93
706,83,2,4,830204,0.04,-109.22,.,.,.,27.39,28.02
707,83,2,5,830205,0.04,-109.22,.,.,.,27.63,28.56
708,83,2,6,830206,0.04,-109.22,.,.,.,26.43,28.42
709,83,2,7,830207,0.04,-109.22,.,.,.,27.42,28.28
710,83,2,8,830208,0.04,-109.22,.,.,.,27.6,28.36
711,83,2,9,830209,0.04,-109.22,.,.,.,27.61,28.13
712,83,2,10,830210,0.04,-109.22,.,.,.,27.6,28.12
713,83,2,11,830211,0.04,-109.22,.,.,.,27.38,28.52
714,83,2,12,830212,0.04,-109.22,.,.,.,27.67,28.63
715,83,2,13,830213,0.04,-109.22,.,.,.,27.92,28.64
716,83,2,14,830214,0.04,-109.22,.,.,.,27.75,28.69
717,83,2,15,830215,0.04,-109.22,.,.,.,27.82,28.46
718,83,2,16,830216,0.04,-109.22,.,.,.,27.14,28.41
719,83,2,17,830217,0.04,-109.22,.,.,.,27.54,28.46
720,83,2,18,830218,0.04,-109.22,.,.,.,26.85,28.21
721,83,2,19,830219,0.04,-109.22,.,.,.,27.5,28.39
722,83,2,20,830220,0.04,-109.22,.,.,.,27.65,28.52
723,83,2,21,830221,0.04,-109.22,.,.,.,28.05,28.47
724,83,2,22,830222,0.04,-109.22,.,.,.,28.12,29.01
725,83,2,23,830223,0.04,-109.22,.,.,.,28.44,29.07
726,83,2,24,830224,0.04,-109.22,.,.,.,28.97,29.45
727,83,2,25,830225,0.04,-109.22,.,.,.,28.07,29.45
728,83,2,26,830226,0.04,-109.22,.,.,.,28.79,29.6
729,83,2,27,830227,0.04,-109.22,.,.,.,28.34,29.61
730,83,2,28,830228,0.04,-109.22,.,.,.,27.5,29.5
731,83,3,1,830301,0.04,-109.22,.,.,.,26.39,29
732,83,3,2,830302,0.04,-109.22,.,.,.,28.24,28.67
733,83,3,3,830303,0.04,-109.22,.,.,.,27.8,29.09
734,83,3,4,830304,0.04,-109.22,.,.,.,27.03,29.22
735,83,3,5,830305,0.04,-109.22,.,.,.,28.14,29.19
736,83,3,6,830306,0.04,-109.22,.,.,.,27.95,29.24
737,83,3,7,830307,0.04,-109.22,.,.,.,28.32,29.32
738,83,3,8,830308,0.04,-109.22,.,.,.,27.32,29.03
739,83,3,9,830309,0.04,-109.22,.,.,.,27.06,28.92
740,83,3,10,830310,0.04,-109.22,.,.,.,26.59,28.64
741,83,3,11,830311,0.04,-109.22,.,.,.,26.69,28.49
742,83,3,12,830312,0.04,-109.22,.,.,.,28.08,28.45
743,83,3,13,830313,0.04,-109.22,.,.,.,27.22,28.53
744,83,3,14,830314,0.04,-109.22,.,.,.,27.9,28.78
745,83,3,15,830315,0.04,-109.22,.,.,.,28.39,28.9
746,83,3,16,830316,0.04,-109.22,.,.,.,27.51,28.79
747,83,3,17,830317,0.04,-109.22,.,.,.,27.45,28.8
748,83,3,18,830318,0.04,-109.22,.,.,.,27.65,28.78
749,83,3,19,830319,0.04,-109.22,.,.,.,27.84,28.85
750,83,3,20,830320,0.04,-109.22,.,.,.,27.32,28.84
751,83,3,21,830321,0.04,-109.22,.,.,.,26.16,28.83
752,83,3,22,830322,0.04,-109.22,.,.,.,28.37,29.12
753,83,3,23,830323,0.04,-109.22,.,.,.,27.05,29.1
754,83,3,24,830324,0.04,-109.22,.,.,.,27.44,29.05
